0,0.125
0.01,0.122
0.02,0.118
0.03,0.115
0.04,0.111
0.05,0.108
0.06,0.104
0.07,0.101
0.08,0.097
0.09,0.094
0.1,0.09
0.11,0.087
0.12,0.083
0.13,0.08
0.14,0.077
0.15,0.073
0.16,0.073
0.17,0.073
0.18,0.073
0.19,0.073
0.2,0.073
0.21,0.073
0.22,0.073
0.23,0.073
0.24,0.073
0.25,0.073
0.26,0.073
0.27,0.073
0.28,0.073
0.29,0.073
0.3,0.073
0.31,0.073
0.32,0.073
0.33,0.073
0.34,0.073
0.35,0.073
0.36,0.073
0.37,0.073
0.38,0.073
0.39,0.073
0.4,0.073
0.41,0.073
0.42,0.073
0.43,0.073
0.44,0.073
0.45,0.073
0.46,0.073
0.47,0.073
0.48,0.073
0.49,0.073
0.5,0.073
0.51,0.072
0.52,0.071
0.53,0.07
0.54,0.069
0.55,0.069
0.56,0.068
0.57,0.067
0.58,0.066
0.59,0.065
0.6,0.065
0.61,0.064
0.62,0.063
0.63,0.063
0.64,0.062
0.65,0.061
0.66,0.061
0.67,0.06
0.68,0.06
0.69,0.059
0.7,0.058
0.71,0.058
0.72,0.057
0.73,0.057
0.74,0.056
0.75,0.056
0.76,0.055
0.77,0.055
0.78,0.054
0.79,0.054
0.8,0.053
0.81,0.053
0.82,0.053
0.83,0.052
0.84,0.052
0.85,0.051
0.86,0.051
0.87,0.051
0.88,0.05
0.89,0.05
0.9,0.049
0.91,0.049
0.92,0.049
0.93,0.048
0.94,0.048
0.95,0.048
0.96,0.047
0.97,0.047
0.98,0.047
0.99,0.046
1,0.046
1.01,0.046
1.02,0.045
1.03,0.045
1.04,0.045
1.05,0.045
1.06,0.044
1.07,0.044
1.08,0.044
1.09,0.043
1.1,0.043
1.11,0.043
1.12,0.043
1.13,0.042
1.14,0.042
1.15,0.042
1.16,0.042
1.17,0.041
1.18,0.041
1.19,0.041
1.2,0.041
1.21,0.041
1.22,0.04
1.23,0.04
1.24,0.04
1.25,0.04
1.26,0.039
1.27,0.039
1.28,0.039
1.29,0.039
1.3,0.039
1.31,0.038
1.32,0.038
1.33,0.038
1.34,0.038
1.35,0.038
1.36,0.038
1.37,0.037
1.38,0.037
1.39,0.037
1.4,0.037
1.41,0.037
1.42,0.036
1.43,0.036
1.44,0.036
1.45,0.036
1.46,0.036
1.47,0.036
1.48,0.035
1.49,0.035
1.5,0.035
1.51,0.035
1.52,0.035
1.53,0.035
1.54,0.035
1.55,0.034
1.56,0.034
1.57,0.034
1.58,0.034
1.59,0.034
1.6,0.034
1.61,0.034
1.62,0.033
1.63,0.033
1.64,0.033
1.65,0.033
1.66,0.033
1.67,0.033
1.68,0.033
1.69,0.032
1.7,0.032
1.71,0.032
1.72,0.032
1.73,0.032
1.74,0.032
1.75,0.032
1.76,0.032
1.77,0.031
1.78,0.031
1.79,0.031
1.8,0.031
1.81,0.031
1.82,0.031
1.83,0.031
1.84,0.031
1.85,0.031
1.86,0.03
1.87,0.03
1.88,0.03
1.89,0.03
1.9,0.03
1.91,0.03
1.92,0.03
1.93,0.03
1.94,0.03
1.95,0.029
1.96,0.029
1.97,0.029
1.98,0.029
1.99,0.029
2,0.029
2.01,0.029
2.02,0.029
2.03,0.029
2.04,0.029
2.05,0.029
2.06,0.028
2.07,0.028
2.08,0.028
2.09,0.028
2.1,0.028
2.11,0.028
2.12,0.028
2.13,0.028
2.14,0.028
2.15,0.028
2.16,0.028
2.17,0.027
2.18,0.027
2.19,0.027
2.2,0.027
2.21,0.027
2.22,0.027
2.23,0.027
2.24,0.027
2.25,0.027
2.26,0.027
2.27,0.027
2.28,0.027
2.29,0.026
2.3,0.026
2.31,0.026
2.32,0.026
2.33,0.026
2.34,0.026
2.35,0.026
2.36,0.026
2.37,0.026
2.38,0.026
2.39,0.026
2.4,0.026
2.41,0.026
2.42,0.026
2.43,0.025
2.44,0.025
2.45,0.025
2.46,0.025
2.47,0.025
2.48,0.025
2.49,0.025
2.5,0.025
2.51,0.025
2.52,0.025
2.53,0.025
2.54,0.025
2.55,0.025
2.56,0.025
2.57,0.025
2.58,0.024
2.59,0.024
2.6,0.024
2.61,0.024
2.62,0.024
2.63,0.024
2.64,0.024
2.65,0.024
2.66,0.024
2.67,0.024
2.68,0.024
2.69,0.024
2.7,0.024
2.71,0.024
2.72,0.024
2.73,0.024
2.74,0.024
2.75,0.023
2.76,0.023
2.77,0.023
2.78,0.023
2.79,0.023
2.8,0.023
2.81,0.023
2.82,0.023
2.83,0.023
2.84,0.023
2.85,0.023
2.86,0.023
2.87,0.023
2.88,0.023
2.89,0.023
2.9,0.023
2.91,0.023
2.92,0.023
2.93,0.022
2.94,0.022
2.95,0.022
2.96,0.022
2.97,0.022
2.98,0.022
2.99,0.022
3,0.022
3.01,0.022
3.02,0.022
3.03,0.022
3.04,0.022
3.05,0.022
3.06,0.021
3.07,0.021
3.08,0.021
3.09,0.021
3.1,0.021
3.11,0.021
3.12,0.021
3.13,0.021
3.14,0.021
3.15,0.02
3.16,0.02
3.17,0.02
3.18,0.02
3.19,0.02
3.2,0.02
3.21,0.02
3.22,0.02
3.23,0.02
3.24,0.019
3.25,0.019
3.26,0.019
3.27,0.019
3.28,0.019
3.29,0.019
3.3,0.019
3.31,0.019
3.32,0.019
3.33,0.019
3.34,0.019
3.35,0.018
3.36,0.018
3.37,0.018
3.38,0.018
3.39,0.018
3.4,0.018
3.41,0.018
3.42,0.018
3.43,0.018
3.44,0.018
3.45,0.018
3.46,0.017
3.47,0.017
3.48,0.017
3.49,0.017
3.5,0.017
3.51,0.017
3.52,0.017
3.53,0.017
3.54,0.017
3.55,0.017
3.56,0.017
3.57,0.017
3.58,0.016
3.59,0.016
3.6,0.016
3.61,0.016
3.62,0.016
3.63,0.016
3.64,0.016
3.65,0.016
3.66,0.016
3.67,0.016
3.68,0.016
3.69,0.016
3.7,0.016
3.71,0.016
3.72,0.015
3.73,0.015
3.74,0.015
3.75,0.015
3.76,0.015
3.77,0.015
3.78,0.015
3.79,0.015
3.8,0.015
3.81,0.015
3.82,0.015
3.83,0.015
3.84,0.015
3.85,0.015
3.86,0.015
3.87,0.014
3.88,0.014
3.89,0.014
3.9,0.014
3.91,0.014
3.92,0.014
3.93,0.014
3.94,0.014
3.95,0.014
3.96,0.014
3.97,0.014
3.98,0.014
3.99,0.014
4,0.014
4.01,0.014
4.02,0.014
4.03,0.014
4.04,0.013
4.05,0.013
4.06,0.013
4.07,0.013
4.08,0.013
4.09,0.013
4.1,0.013
4.11,0.013
4.12,0.013
4.13,0.013
4.14,0.013
4.15,0.013
4.16,0.013
4.17,0.013
4.18,0.013
4.19,0.013
4.2,0.013
4.21,0.013
4.22,0.013
4.23,0.012
4.24,0.012
4.25,0.012
4.26,0.012
4.27,0.012
4.28,0.012
4.29,0.012
4.3,0.012
4.31,0.012
4.32,0.012
4.33,0.012
4.34,0.012
4.35,0.012
4.36,0.012
4.37,0.012
4.38,0.012
4.39,0.012
4.4,0.012
4.41,0.012
4.42,0.012
4.43,0.012
4.44,0.012
4.45,0.011
4.46,0.011
4.47,0.011
4.48,0.011
4.49,0.011
4.5,0.011
4.51,0.011
4.52,0.011
4.53,0.011
4.54,0.011
4.55,0.011
4.56,0.011
4.57,0.011
4.58,0.011
4.59,0.011
4.6,0.011
4.61,0.011
4.62,0.011
4.63,0.011
4.64,0.011
4.65,0.011
4.66,0.011
4.67,0.011
4.68,0.011
4.69,0.011
4.7,0.01
4.71,0.01
4.72,0.01
4.73,0.01
4.74,0.01
4.75,0.01
4.76,0.01
4.77,0.01
4.78,0.01
4.79,0.01
4.8,0.01
4.81,0.01
4.82,0.01
4.83,0.01
4.84,0.01
4.85,0.01
4.86,0.01
4.87,0.01
4.88,0.01
4.89,0.01
4.9,0.01
4.91,0.01
4.92,0.01
4.93,0.01
4.94,0.01
4.95,0.01
4.96,0.01
4.97,0.01
4.98,0.01
4.99,0.009
5,0.009
